No Cotizacion;Cod;Producto;concepto;medida;cantidad;Iva;vr/unitario;vr total;;;
GC-01-2026-037 v1;35;Otros servicios;"AUTOEVALAUCIÓN ESTÁNDARES MÍNIMOS SST

Acompañamiento en el desarrollo de la autoevaluación del cumplimiento de estándares mínimos en seguridad y salud en el trabajo en plataforma de ARL.

Esta evaluación corresponde a la que se realizará para el año 2025 en plataforma de ARL.

Incluye: Asignación de profesional, revisión documental, acceso a plataforma para calificar de acuerdo con los soportes presentados.";Anual;1;19%; $ 600.000 ; $ 600.000 ;;;
GC-01-2026-039;09;Medición de material particulado (gases y vapores):;"Inspección y análisis de Puesto de Trabajo o evaluación del puesto de trabajo (QUÍMICO-BIOLÓGICO).

Estudio realizado por Profesional especialista en SST. Pretende realiza acompañamiento, revisión y análisis del puesto de trabajo para determinar NIVELES DE EXPOSICIÓN A MATERIAL PARTICULADO INHALABLE Y ANÁLISIS DE RESULTADOS DE EXPOSICIÓN A MATERIAL VEGETAL para las actividades desarrolladas por trabajador en estudio en la empresa.

El estudio se realiza por cargos y/o puesto de trabajo Incluye: Asignación de profesional, Papelería y  documentación y equipos de medición necesarios.";Global;1;19%; $ 4.200.000 ; $ 4.200.000 ;;;
GC-01-2026-040;01;Aplicación encuesta / batería de riesgo Psicosocial:;"BATERÍA DE RIESGO PSICOSOCIAL

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.

Entrega de certificado de custodia y confidencialidad.

Acceso a plataforma web (DashBoard) con gráficas de resultados en tiempo real";Unidad;41;19%; $ 50.000 ; $ 2.050.000 ;;;
GC-01-2026-041;19;Análisis de Puesto de Trabajo;"ANÁLISIS DE PUESTO DE TRABAJO
PRESENCIAL
(RIESGO BIOMECÁNICO).


Estudio realizado por Profesional especialista en SST. Pretende realiza acompañamiento, revisión y análisis del puesto de trabajo para determinar CONDICIONES DE CARGA FÍSICA y  énfasis en ángulos de movimiento en segmento de MS para las actividades desarrolladas por trabajador /a) en estudio de origen por patología.

Es una evaluación que se realiza por CARGO que se este estudiando diagnóstico.

Incluye: Asignación de profesional, Papelería y  documentación y equipos de medición necesarios.";Unidad;1;19%; $ 1.300.000 ; $ 1.300.000 ;;;
GC-01-2026-042;15;Diseño / Actualización del SG-SST;"MANTENIMIENTO, IMPLEMENTACIÓN, VERIFICACIÓN Y MEJORA DEL SG-SST

(Contrato Anual) Consultoría profesional.

Diseño del SGSST vigente en la empresa y  cumplimiento de Estándares Mínimos que comprende:

- Nombramiento de responsable SGSST
- Ejecución del Programa de capacitación SST, promoción y prevención.
- Diseño del Plan de trabajo anual en SST.
- Actualización de Matriz de identicación de peligros, valoración de riesgos y determinación de controles.
- Autoevaluación de estándares mínimos SGSST anual.
- Actualización de documentos del SGSST, realización de capacitaciones, inspecciones, acompañamiento SST de acuerdo con DUR 1072/2015 y Resolución 0312/2019.
- Evaluación de riesgo psicosocial bianual o anual.
- Visita de pausas dinámicas mensual y acceso semanal a pausas estrategicas virtuales.
- Mediciones Higiénicas Básicas (Luxometría, Sonometría) Anual.
- Auditoria Interna del SGSST Anual.";Mensual;12;19%; $ 1.300.000 ; $ 15.600.000 ;;;
GC-01-2026-043;18;Auditoria Sistema SG- SST;"AUDITORIA INTERNA SG-SST

Disponibilidad de auditor interno para la revisión del cumplimiento al SGSST (sistema de Gestión de la seguridad y salud en el trabajo) de la empresa, basado
en Decreto 1072 de 2015 y Resolución 0312 de 2019.

Realización de auditoria en campo de acuerdo al objetivo establecido, usando métodos como: Entrevista con personal, observación en campo, inspección por muestreo, verificación documental, entre otros a discreción del equipo auditor.

Incluye:
- Acompañamiento por (1) Un día de profesional especialista para realizar auditoría al SG-SST interno de la empresa.
- Plan de auditoría, trabajo en campo y elaboración de informe de auditoría.";Unidad;1;19%; $ 1.080.000 ; $ 1.080.000 ;;;
GC-01-2026-043;34;Auditoria PESV;"AUDITORIA INTERNA PESV 

Disponibilidad de auditor interno para la revisión del cumplimiento al PESV (Plan Estategico de Seguridad Vial) de la empresa, basado en la Resolución 40595 de 2022.

Incluye:  

- Acompañamiento por (1) Un día de profesional especialista para realizar auditoría al PESV de la empresa y los componentes del PESV (Fortalecimiento de la Gestión Institucional, Vehículos Seguros, Infraestructura física, Atención a Victimas y Comportamiento Humano).

- Plan de auditoría, trabajo en campo y elaboración de informe de auditoría.";Unidad;1;19%; $ 1.850.000 ; $ 1.850.000 ;;;
GC-01-2026-044;14;Capacitación Intermedia Riesgos laborales:;"SESIONES DE PAUSAS DINÁMICAS PRESENCIALES
Opción 1.

(8 visitas por mes, 2 visitas semanales martes y jueves)

Comprende la delegación de equipo de profesionales para visitar instalaciones de la empresa semanalmente y desarrollar, durante medio día de trabajo actividades
de pausas dinámicas (ejercicios de estiramiento, relajación, participación, rumboterapia, entrenamiento funcional, entre otras).

Podrán brindarse con relación a temáticas predefinidas con la empresa, relacionadas con salud mental-emocional o talleres preventivos enfocados de factores de riesgo.

Incluye: Asignación de profesional especializado, metodologías de trabajo basados en andragogia, sonido básico para grupos pequeños.";Mensual;10;19%; $ 1.120.000 ; $ 11.200.000 ;;;
GC-01-2026-044;13;Capacitación Básica Riesgos laborales:;"PAQUETE DE PAUSAS ESTRATEGICAS HÍBRIDAS

Opción 1.

(8 visitas por mes, 2 visitas semanales presenciales y 1 sesión virtual por semana los días martes, miércoles y jueves)

Servicio que busca fortalecer las acciones de prevención de riesgos y promoción de la salud atraves del acompañamiento en la realización de Pausas Mentales,
Dinámicas. Fitness Visual y Ejercicios de Relajación tipo Mindfulness.

Comprende (2) sesiones de 15 minutos en un horario establecido por la empresa. Y (1) Visita mensual presencial

Incluye: Asignación de profesionales, desarrollo de estretagias enfocadas en programas de prevención de la empresa.";Mensual;10;19%; $ 1.520.000 ; $ 15.200.000 ;;;
GC-01-2026-045;22;Intervención Riesgo psicosocial;"INTERVENCIÓN DEL RIEGSO PSICOSOCIAL


Disponibilidad de equipo de profesionales para realizar actividades relacionadas con la intervención del riesgo psicosocial, de acuerdo con documento de oferta. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria.";Global;1;; $ 25.640.000 ; $ 25.640.000 ;;;
GC-01-2026-046;15;Diseño / Actualización del SG-SST;"DISEÑO, IMPLEMENTACIÓN, VERIFICACIÓN Y MEJORA DEL SG-SST

Diseño del SGSST vigente en la empresa y  cumplimiento de Estándares Mínimos que comprende:

- Nombramiento de responsable SGSST
- Programa de capacitación, promoción y prevención.
- Diseño del Plan de trabajo anual.
- Actualización de Matriz de identicación de peligros, valoración de riesgos y determinación de controles.
- Autoevaluación de estándares mínimos SGSST anual.
- Actualización de documentos, realización de capacitaciones, inspecciones, acompañamiento SST de acuerdo con DUR 1072/2015 y Resolución 0312/2019 y el tiempo durante el diseño del SGSST.";Global;1;0%; $ 1.800.000 ; $ 1.800.000 ;;;
GC-01-2026-046;16;Acompañamiento para la implementación del SG-SST:;"IMPLEMENTACIÓN, VERIFICACIÓN Y MEJORA

Visitas programadas para que nuestros profesionales realicen actividades de acompañamiento para la implementación, mejora y verificación del SG-SST.

Incluye: Acompañamiento por (4) Cuatro horas mensuales de equipo profesional para diseño e implementación de actividades de SGSST (Psicólogo, Ingeniero SST, Fisioterapeuta).

Actualización de documentos, realización de capacitaciones, inspecciones, acompañamiento al vigia SST, plan de emergencias y contratistas.  De acuerdo con DUR 1072/2015 y Resolución 0312/2019

Autoevaluación de estándares mínimos SGSST Anual
Evaluación de riesgo psicosocial ";Mensual;12;19%; $ 500.000 ; $ 6.000.000 ;;;
GC-01-2026-047;01;Aplicación encuesta / batería de riesgo Psicosocial:;"BATERÍA DE RIESGO PSICOSOCIAL

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.

Entrega de certificado de custodia y confidencialidad.

Acceso a plataforma web (DashBoard) con gráficas de resultados en tiempo real";Unidad;134;19%; $ 35.000 ; $ 4.690.000 ;;;
GC-01-2026-048;01;Aplicación encuesta / batería de riesgo Psicosocial:;"BATERÍA DE RIESGO PSICOSOCIAL

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.

Entrega de certificado de custodia y confidencialidad.

Acceso a plataforma web (DashBoard) con gráficas de resultados en tiempo real";Unidad;1580;19%; $ 60.000 ; $ 94.800.000 ;;;
GC-01-2026-049;15;Diseño / Actualización del SG-SST;"DISEÑO, IMPLEMENTACIÓN, VERIFICACIÓN Y MEJORA DEL SG-SST y PESV

Diseño del SGSST y PESV vigente en la empresa y  cumplimiento de Estándares Mínimos SST y lineamientos del PESV que comprende:

- Nombramiento de responsable SGSST y PESV.
- Políticas, onformación de comítes
- Programa de capacitación, promoción y prevención.
- Diseño del Plan de trabajo anual y presupuesto.
- Matriz de identicación de peligros, valoración de riesgos y determinación de controles. Matriz de riesgos viales.
- Creación y/o Actualización de procedimientos, programas, realización de capacitaciones, inspecciones, acompañamiento SST de acuerdo con DUR 1072/2015, Resolución 0312/2019 y Resolución 40595.";Global;2;0%; $ 2.500.000 ; $ 5.000.000 ;;;
GC-01-2026-049;16;Acompañamiento para la implementación del SG-SST:;"IMPLEMENTACIÓN, VERIFICACIÓN Y MEJORA

Visitas programadas para que nuestros profesionales realicen actividades de acompañamiento para la implementación, mejora y verificación del SG-SST.

Incluye: Acompañamiento por (16) Dieciseis horas mensuales de equipo profesional para diseño e implementación de actividades de SGSST (Psicólogo, Ingeniero SST, Fisioterapeuta).

Actualización de documentos, realización de capacitaciones, inspecciones, acompañamiento al vigia SST, plan de emergencias y contratistas.  De acuerdo con DUR 1072/2015 y Resolución 0312/2019

Acceso a pausas dinamicas virtuales semanalmante.
Autoevaluación de estándares mínimos SGSST anual.
Reporte Anual del PESV en SISI/PESV.";Mensual;12;19%; $ 1.200.000 ; $ 14.400.000 ;;;
GC-01-2026-049;33;Plan Estratégico de seguridad Vial;"IMPLEMENTACIÓN PLAN ESTRATÉGICO DE SEGURIDAD VIAL

Visitas programadas para que nuestros profesionales realicen actividades de acompañamiento e implemementación del PESV 

Incluye: Acompañamiento por (4) Cuatro horas mensuales de equipo profesional para diseño e implementación de actividades de PESV.

Actualización de documentos, realización de capacitaciones, inspecciones, acompañamiento al comite de seguridad vial. De acuerdo con Resolución 40595 de 2022 y los componentes del PESV: 

Fortalecimiento de la Gestión Institucional. 
Vehículos Seguros 
Infraestructura física Atención a Victimas
Comportamiento Humano";Mensual;12;; $ 800.000 ; $ 9.600.000 ;;;
GC-01-2026-050;01;Aplicación encuesta / batería de riesgo Psicosocial:;"BATERÍA DE RIESGO PSICOSOCIAL

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.

Entrega de certificado de custodia y confidencialidad.

Acceso a plataforma web (DashBoard) con gráficas de resultados en tiempo real";Unidad;333;19%; $ 50.000 ; $ 16.650.000 ;;;
GC-01-2026-051;01;Aplicación encuesta / batería de riesgo Psicosocial:;"BATERÍA DE RIESGO PSICOSOCIAL

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.

Entrega de certificado de custodia y confidencialidad.

Acceso a plataforma web (DashBoard) con gráficas de resultados en tiempo real";Unidad;10;19%; $ 80.000 ; $ 800.000 ;;;
GC-01-2026-052;12;Otras Mediciones Especializadas;"DOSIMETRÍA DE RUIDO

Calcular la dosis de ruido a que están expuestos los trabajadores que laboran en la empresa en una jornada normal de trabajo. Comparar los niveles de presión sonora con los valores límites permisibles, así mismo presentar recomendaciones de carácter general que contribuyan a disminuir la exposición al ruido de los trabajadores si hay sobreexposición a este factor de riesgo.  

Incluye: Asignación de profesional, Papelería y documentación necesaria. equipos de medición, trabajo en campo, entrega de informe final.";Unidad;4;19%; $ 850.000 ; $ 3.400.000 ;;;
GC-01-2026-052;12;Otras Mediciones Especializadas;"VIBRACIONES CUERPO COMPLETO

Evaluación de la exposición.-La evaluación del nivel de exposición a las vibraciones se basa en el cálculo de la exposición diaria A(8) expresada como la aceleración continua equivalente para un periodo de 8 horas, calculada como el mayor de los valores eficacesde las aceleraciones ponderadas en frecuencia determinada según los tres ejes ortogonales 

Incluye: Asignación de profesional, Papelería y documentación necesaria. equipos de medición, trabajo en campo, entrega de informe final.";Unidad;4;19%; $ 1.200.000 ; $ 4.800.000 ;;;
GC-01-2026-053;01;Aplicación encuesta / batería de riesgo Psicosocial:;"BATERÍA DE RIESGO PSICOSOCIAL

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.

Entrega de certificado de custodia y confidencialidad.

Acceso a plataforma web (DashBoard) con gráficas de resultados en tiempo real";Unidad;132;19%; $ 35.000 ; $ 4.620.000 ;;;
GC-01-2026-054;01;Aplicación encuesta / batería de riesgo Psicosocial:;"BATERÍA DE RIESGO PSICOSOCIAL

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.

Entrega de certificado de custodia y confidencialidad.

Acceso a plataforma web (DashBoard) con gráficas de resultados en tiempo real";Unidad;51;19%; $ 40.000 ; $ 2.040.000 ;;;
GC-01-2026-055;01;Aplicación encuesta / batería de riesgo Psicosocial:;"BATERÍA DE RIESGO PSICOSOCIAL

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.

Entrega de certificado de custodia y confidencialidad.

Acceso a plataforma web (DashBoard) con gráficas de resultados en tiempo real";Unidad;14;19%; $ 70.000 ; $ 980.000 ;;;
GC-01-2026-056;01;Aplicación encuesta / batería de riesgo Psicosocial:;"BATERÍA DE RIESGO PSICOSOCIAL

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.

Entrega de certificado de custodia y confidencialidad.

Acceso a plataforma web (DashBoard) con gráficas de resultados en tiempo real";Unidad;208;19%; $ 40.000 ; $ 8.320.000 ;;;
GC-01-2026-057;01;Aplicación encuesta / batería de riesgo Psicosocial:;"BATERÍA DE RIESGO PSICOSOCIAL

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.

Entrega de certificado de custodia y confidencialidad.

Acceso a plataforma web (DashBoard) con gráficas de resultados en tiempo real";Unidad;60;19%; $ 40.000 ; $ 2.400.000 ;;;
GC-01-2026-058;01;Aplicación encuesta / batería de riesgo Psicosocial:;"BATERÍA DE RIESGO PSICOSOCIAL

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.

Entrega de certificado de custodia y confidencialidad.

Acceso a plataforma web (DashBoard) con gráficas de resultados en tiempo real";Unidad;182;19%; $ 38.000 ; $ 6.916.000 ;;;
GC-01-2026-059;01;Aplicación encuesta / batería de riesgo Psicosocial:;"BATERÍA DE RIESGO PSICOSOCIAL

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.

Entrega de certificado de custodia y confidencialidad.

Acceso a plataforma web (DashBoard) con gráficas de resultados en tiempo real";Unidad;28;19%; $ 70.000 ; $ 1.960.000 ;;;
GC-01-2026-060;01;Aplicación encuesta / batería de riesgo Psicosocial:;"BATERÍA DE RIESGO PSICOSOCIAL

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.

Entrega de certificado de custodia y confidencialidad.

Acceso a plataforma web (DashBoard) con gráficas de resultados en tiempo real";Unidad;18;19%; $ 75.000 ; $ 1.350.000 ;;;
GC-01-2026-061;01;Aplicación encuesta / batería de riesgo Psicosocial:;"BATERÍA DE RIESGO PSICOSOCIAL

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.

Entrega de certificado de custodia y confidencialidad.

Acceso a plataforma web (DashBoard) con gráficas de resultados en tiempo real";Unidad;33;19%; $ 70.000 ; $ 2.310.000 ;;;
GC-01-2026-062;01;Aplicación encuesta / batería de riesgo Psicosocial:;"BATERÍA DE RIESGO PSICOSOCIAL

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Lo establecido en el Anexo técnico de invitación.

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.

Entrega de certificado de custodia y confidencialidad.

Acceso a plataforma web (DashBoard) con gráficas de resultados en tiempo real";Unidad;182;19%; $ 225.000 ; $ 40.950.000 ;;;
GC-01-2026-063;22;Intervención Riesgo psicosocial;"ENTREVISTAS DE CONFIRMACIÓN DE RESULTADOS - GRUPOS FOCALES


Disponibilidad de equipo de profesionales para realizar actividades de validación y confirmación de resultados de evaluación psicosocial.

Estas actividades pueden ser mediante entrevistas individuales o grupales y con el uso de instrumentos validados en Colombia. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Entrega d einforme final.";Hora;71;19%; $ 250.000 ; $ 17.750.000 ;;;
GC-01-2026-064;01;Aplicación encuesta / batería de riesgo Psicosocial:;"BATERÍA DE RIESGO PSICOSOCIAL

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.

Entrega de certificado de custodia y confidencialidad.

Acceso a plataforma web (DashBoard) con gráficas de resultados en tiempo real";Unidad;12;19%; $ 75.000 ; $ 900.000 ;;;
GC-01-2026-065;19;Análisis de Puesto de Trabajo;"ANÁLISIS DE PUESTO DE TRABAJO
PRESENCIAL
(RIESGO BIOMECÁNICO - PSICOSOCIAL).


Estudio realizado por Profesionales especialistas en SST. Pretende realiza acompañamiento, revisión y análisis del puesto de trabajo para determinar CONDICIONES BIOMECÁNICAS y PSICOSOCIALES para las actividades desarrolladas por trabajador /a) en estudio de origen por patologías derivadas del estrés.

Es una evaluación que se realiza por CARGOS

Incluye: Asignación de profesional, Papelería y  documentación y equipos de medición necesarios.";Unidad;1;19%; $ 1.750.000 ; $ 1.750.000 ;;;
GC-01-2026-066;07;Medición de ruido Ocupacional por sonometría:;"SONOMETRÍA

Es un estudio a nivel ocupacional de una fuente de ruido puntual que se realiza por intervalos cortos de tiempo, con el fin de conocer la exposición de ruido generado durante
una actividad especifica.

Incluye: Asignación de profesional, Papelería y documentación necesaria. equipos de medición, trabajo en campo, entrega de informe final.";Global;1;19%; $ 900.000 ; $ 900.000 ;;;
GC-01-2026-067;01;Aplicación encuesta / batería de riesgo Psicosocial:;"BATERÍA DE RIESGO PSICOSOCIAL

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Lo establecido en el Anexo técnico de invitación.

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.

Entrega de certificado de custodia y confidencialidad.

Acceso a plataforma web (DashBoard) con gráficas de resultados en tiempo real";Unidad;600;19%; $ 60.000 ; $ 36.000.000 ;;;
GC-01-2026-068;01;Aplicación encuesta / batería de riesgo Psicosocial:;"BATERÍA DE RIESGO PSICOSOCIAL

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.

Entrega de certificado de custodia y confidencialidad.

Acceso a plataforma web (DashBoard) con gráficas de resultados en tiempo real";Unidad;60;19%; $ 45.000 ; $ 2.700.000 ;;;
GC-01-2026-069;01;Aplicación encuesta / batería de riesgo Psicosocial:;"BATERÍA DE RIESGO PSICOSOCIAL

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.

Entrega de certificado de custodia y confidencialidad.

Acceso a plataforma web (DashBoard) con gráficas de resultados en tiempo real";Unidad;20;19%; $ 50.000 ; $ 1.000.000 ;;;
GC-01-2026-035 v1;12;Otras Mediciones Especializadas;"BTEX

Benceno, tolueno etilbenceno y xileno por colorimetria.

Incluye: Asignación de profesional, Papelería y documentación necesaria. equipos de medición, trabajo en campo, entrega de informe final.";Punto;1;19%; $ 1.250.000 ; $ 1.250.000 ;;;
GC-01-2026-070;01;Aplicación encuesta / batería de riesgo Psicosocial:;"BATERÍA DE RIESGO PSICOSOCIAL

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.

Entrega de certificado de custodia y confidencialidad.

Acceso a plataforma web (DashBoard) con gráficas de resultados en tiempo real";Unidad;10;19%; $ 100.000 ; $ 1.000.000 ;;;
GC-01-2026-071;01;Aplicación encuesta / batería de riesgo Psicosocial:;"BATERÍA DE RIESGO PSICOSOCIAL

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.

Entrega de certificado de custodia y confidencialidad.

Acceso a plataforma web (DashBoard) con gráficas de resultados en tiempo real";Unidad;40;19%; $ 40.000 ; $ 1.600.000 ;;;
GC-01-2026-071;35;Otros servicios;"Aplicación de Encuesta / Clima laboral:

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales.

Incluye: Asignación de profesional en ciudades principales,
Papeleria y documentación necesaria.Instrumentos de medición perfil del colaborador.

Entrega de informe final.";Unidad;40;; $ 40.000 ; $ 1.600.000 ;;;
GC-01-2026-072;01;Aplicación encuesta / batería de riesgo Psicosocial:;"BATERÍA DE RIESGO PSICOSOCIAL

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.

Entrega de certificado de custodia y confidencialidad.

Acceso a plataforma web (DashBoard) con gráficas de resultados en tiempo real";Unidad;16;19%; $ 50.000 ; $ 800.000 ;;;
GC-01-2026-073;01;Aplicación encuesta / batería de riesgo Psicosocial:;"BATERÍA DE RIESGO PSICOSOCIAL

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Lo establecido en el Anexo técnico de invitación.

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.

Entrega de certificado de custodia y confidencialidad.

Acceso a plataforma web (DashBoard) con gráficas de resultados en tiempo real";Unidad;190;19%; $ 45.000 ; $ 8.550.000 ;;;
GC-01-2026-074;01;Aplicación encuesta / batería de riesgo Psicosocial:;"BATERÍA DE RIESGO PSICOSOCIAL

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.

Entrega de certificado de custodia y confidencialidad.

Acceso a plataforma web (DashBoard) con gráficas de resultados en tiempo real";Unidad;31;19%; $ 40.000 ; $ 1.240.000 ;;;
GC-01-2026-075;01;Aplicación encuesta / batería de riesgo Psicosocial:;"BATERÍA DE RIESGO PSICOSOCIAL

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final en socialización a directivos, coordinadores comites y demás grupos interesados.

Entrega de certificado de custodia y confidencialidad.

Acceso a plataforma web (DashBoard) con gráficas de resultados en tiempo real";Unidad;24;19%; $ 45.000 ; $ 1.080.000 ;;;
GC-01-2026-076;15;Diseño / Actualización del SG-SST;"DISEÑO, IMPLEMENTACIÓN, VERIFICACIÓN Y MEJORA DEL SG-SST

Diseño del SGSST vigente en la empresa y  cumplimiento de Estándares Mínimos que comprende:

- Nombramiento de responsable SGSST
- Programa de capacitación, promoción y prevención.
- Diseño del Plan de trabajo anual.
- Matriz para identicación de peligros, valoración de riesgos y determinación de controles.
- Autoevaluación de estándares mínimos SGSST anual.
- Actualización de documentos, realización de capacitaciones, inspecciones, acompañamiento SST de acuerdo con DUR 1072/2015 y Resolución 0312/2019 y el tiempo durante el diseño del SGSST.";Global;1;0%; $ 2.400.000 ; $ 2.400.000 ;;;
